Insertion,Merge,Selection,Bubble,Quick,Radix,Butcher
0.16728448867797852,0.010123014450073242,0.22267508506774902,0.4573087692260742,0.006646156311035156,0.005760669708251953,0.032642364501953125
0.15718841552734375,0.010088920593261719,0.1675410270690918,0.41036486625671387,0.005022525787353516,0.004731416702270508,0.036901235580444336
0.17287731170654297,0.006597280502319336,0.1640784740447998,0.3915832042694092,0.00809621810913086,0.0013668537139892578,0.0454411506652832
0.1584489345550537,0.010251760482788086,0.18879246711730957,0.425506591796875,0.004018068313598633,0.0,0.032193660736083984
0.1685175895690918,0.005017518997192383,0.20626544952392578,0.4192211627960205,0.004374027252197266,0.005255699157714844,0.03490042686462402
0.18474984169006348,0.006125926971435547,0.1906142234802246,0.4787917137145996,0.005349636077880859,0.0046079158782958984,0.03313851356506348
0.1660606861114502,0.008914470672607422,0.30613136291503906,0.755225658416748,0.008764505386352539,0.013350486755371094,0.09357523918151855
0.30567312240600586,0.012478351593017578,0.3278822898864746,0.7173600196838379,0.009646177291870117,0.006499528884887695,0.06338739395141602
0.30658483505249023,0.013506412506103516,0.3007981777191162,0.6805691719055176,0.013604879379272461,0.005125522613525391,0.06557130813598633
0.31452345848083496,0.016350269317626953,0.3936913013458252,0.8037288188934326,0.006223440170288086,0.010056018829345703,0.06987500190734863
0.34625983238220215,0.016762733459472656,0.3863825798034668,0.6612014770507812,0.005728244781494141,0.008422136306762695,0.058577537536621094
0.31140780448913574,0.008336067199707031,0.3148493766784668,0.7142791748046875,0.00917816162109375,0.007497072219848633,0.07311248779296875
0.33994317054748535,0.0158083438873291,0.3387887477874756,0.7264034748077393,0.009029626846313477,0.007565021514892578,0.058666229248046875
0.3112373352050781,0.0120086669921875,0.34024620056152344,0.6796932220458984,0.005013465881347656,0.006804466247558594,0.06813812255859375
0.2904043197631836,0.014555215835571289,0.32013392448425293,0.7067570686340332,0.005283355712890625,0.008138418197631836,0.07443904876708984
0.3569653034210205,0.008519887924194336,0.3617579936981201,0.8679561614990234,0.00203704833984375,0.01648998260498047,0.08149385452270508
0.30869126319885254,0.011575698852539062,0.3199582099914551,0.7496838569641113,0.005991458892822266,0.004185199737548828,0.08234429359436035
0.3003096580505371,0.009632587432861328,0.3085918426513672,0.7505264282226562,0.00964665412902832,0.009162425994873047,0.05990791320800781
0.32452964782714844,0.01522970199584961,0.3800654411315918,0.5450973510742188,0.001936197280883789,0.0,0.015032768249511719
0.13848280906677246,0.0030333995819091797,0.10795331001281738,0.2585458755493164,0.0,0.00502324104309082,0.035184621810913086
0.09996247291564941,0.009728431701660156,0.13028883934020996,0.24528717994689941,0.0,0.005565166473388672,0.01892828941345215
0.11476683616638184,0.008085012435913086,0.16392040252685547,0.28593945503234863,0.0020034313201904297,0.002159595489501953,0.02560877799987793
0.10724878311157227,0.00401616096496582,0.1021728515625,0.24101734161376953,0.001999378204345703,0.0035347938537597656,0.023040294647216797
0.10819268226623535,0.0,0.10511088371276855,0.2350928783416748,0.002000093460083008,0.002000093460083008,0.01937556266784668
0.09472441673278809,0.003998279571533203,0.09581589698791504,0.298933744430542,0.0030014514923095703,0.0019979476928710938,0.022787094116210938
0.09544086456298828,0.0039958953857421875,0.16827034950256348,0.43485426902770996,0.002504587173461914,0.0030059814453125,0.040062665939331055
0.23211026191711426,0.005682468414306641,0.22774457931518555,0.40113377571105957,0.0020029544830322266,0.001998424530029297,0.026597023010253906
0.22121882438659668,0.0055162906646728516,0.12565088272094727,0.350067138671875,0.0020003318786621094,0.002511739730834961,0.024132251739501953
0.12542247772216797,0.005511045455932617,0.1379225254058838,0.34735989570617676,0.0029990673065185547,0.0030002593994140625,0.02204751968383789
0.14785981178283691,0.01605844497680664,0.17038798332214355,0.4297199249267578,0.0030040740966796875,0.001514434814453125,0.04506349563598633
0.14955520629882812,0.012202262878417969,0.1630089282989502,0.30596017837524414,0.0029993057250976562,0.002513885498046875,0.025679826736450195
0.17563867568969727,0.004998922348022461,0.1711733341217041,0.4335479736328125,0.002137899398803711,0.0,0.02906179428100586
0.18293523788452148,0.004525423049926758,0.13291382789611816,0.4265313148498535,0.00299835205078125,0.0019996166229248047,0.02455615997314453
0.13871049880981445,0.004407644271850586,0.16239047050476074,0.5233550071716309,0.005011320114135742,0.005001544952392578,0.03267693519592285
0.23528814315795898,0.004508256912231445,0.16300344467163086,0.415050745010376,0.003227710723876953,0.0020537376403808594,0.028524160385131836
0.16526222229003906,0.01928234100341797,0.13915300369262695,0.421234130859375,0.0020372867584228516,0.002001047134399414,0.022411108016967773
0.12134385108947754,0.005011320114135742,0.1878516674041748,0.3514575958251953,0.0019998550415039062,0.0030002593994140625,0.022837400436401367
0.11908531188964844,0.003513813018798828,0.18059515953063965,0.39659667015075684,0.001999378204345703,0.0021164417266845703,0.02322244644165039
0.12703847885131836,0.003998279571533203,0.14826035499572754,0.2465040683746338,0.002000093460083008,0.0010004043579101562,0.03140902519226074
0.16770672798156738,0.006531476974487305,0.16538286209106445,0.33652544021606445,0.0045773983001708984,0.0029544830322265625,0.0248565673828125
0.15485835075378418,0.007505178451538086,0.2345898151397705,0.32672786712646484,0.001998424530029297,0.0020003318786621094,0.02043604850769043
0.10597491264343262,0.003889799118041992,0.11753606796264648,0.5334599018096924,0.002004384994506836,0.0035126209259033203,0.05478978157043457
0.19617271423339844,0.007840871810913086,0.22086381912231445,0.47064876556396484,0.005001068115234375,0.003565549850463867,0.03450632095336914
0.18799924850463867,0.007527351379394531,0.15352916717529297,0.42979884147644043,0.003004312515258789,0.003511190414428711,0.03186154365539551
0.1666252613067627,0.005008220672607422,0.23987317085266113,0.3164651393890381,0.002998828887939453,0.0021963119506835938,0.033032894134521484
0.11728382110595703,0.015883207321166992,0.19878482818603516,0.3001515865325928,0.0039997100830078125,0.004512786865234375,0.02188873291015625
0.1712045669555664,0.005002260208129883,0.12366414070129395,0.26091909408569336,0.0020003318786621094,0.004012107849121094,0.02054619789123535
0.12112045288085938,0.0175168514251709,0.22120189666748047,0.3543429374694824,0.0019991397857666016,0.001999378204345703,0.01804494857788086
0.09137248992919922,0.008219242095947266,0.10493206977844238,0.2339158058166504,0.0030002593994140625,0.0025033950805664062,0.020002365112304688
0.10628390312194824,0.003500699996948242,0.10025572776794434,0.24016404151916504,0.0020034313201904297,0.002004384994506836,0.018386363983154297
0.1070709228515625,0.0035102367401123047,0.09937191009521484,0.22913336753845215,0.002020120620727539,0.0020012855529785156,0.018886089324951172
0.10097670555114746,0.004516124725341797,0.10875868797302246,0.22684836387634277,0.002007722854614258,0.0022161006927490234,0.018543004989624023
0.09052062034606934,0.004006147384643555,0.11909151077270508,0.21908807754516602,0.0019998550415039062,0.002000093460083008,0.016846656799316406
0.10532712936401367,0.00351715087890625,0.1006779670715332,0.2254641056060791,0.0025136470794677734,0.0020072460174560547,0.021026611328125
0.10590767860412598,0.0030755996704101562,0.09750819206237793,0.23309326171875,0.0019998550415039062,0.0020003318786621094,0.020618677139282227
0.11537337303161621,0.006549835205078125,0.11359763145446777,0.22864151000976562,0.003996372222900391,0.0019903182983398438,0.017090797424316406
0.10437893867492676,0.0036203861236572266,0.11200737953186035,0.2300729751586914,0.0019996166229248047,0.0009999275207519531,0.023566722869873047
0.12179446220397949,0.004003286361694336,0.10836076736450195,0.2362377643585205,0.002015829086303711,0.0009984970092773438,0.02173471450805664
0.1108555793762207,0.004521846771240234,0.10395455360412598,0.24907946586608887,0.0019998550415039062,0.002000093460083008,0.022038936614990234
0.10628914833068848,0.002583026885986328,0.11307120323181152,0.2241983413696289,0.0020074844360351562,0.0015168190002441406,0.020113229751586914
0.09344816207885742,0.00609135627746582,0.09815788269042969,0.21883177757263184,0.0019998550415039062,0.0015146732330322266,0.01652216911315918
0.09068822860717773,0.0035123825073242188,0.09958887100219727,0.2318732738494873,0.0019998550415039062,0.002000093460083008,0.019013404846191406
0.09283018112182617,0.0030095577239990234,0.09954977035522461,0.2384023666381836,0.0020143985748291016,0.002001047134399414,0.01905679702758789
0.09231066703796387,0.0036535263061523438,0.09703636169433594,0.22521138191223145,0.002000093460083008,0.002195596694946289,0.023804903030395508
0.10014939308166504,0.004599332809448242,0.11266231536865234,0.2414538860321045,0.0015070438385009766,0.002007722854614258,0.020546913146972656
0.10711979866027832,0.003516674041748047,0.1097722053527832,0.22056865692138672,0.0018463134765625,0.002088785171508789,0.021051406860351562
0.09711122512817383,0.004651308059692383,0.10502815246582031,0.2156517505645752,0.0020012855529785156,0.001999378204345703,0.01653909683227539
0.09031867980957031,0.004000186920166016,0.09624576568603516,0.20317673683166504,0.002000570297241211,0.0015065670013427734,0.017834901809692383
0.09304022789001465,0.005284547805786133,0.09981560707092285,0.2137904167175293,0.002591371536254883,0.001646280288696289,0.02057957649230957
0.09377098083496094,0.003513336181640625,0.1018524169921875,0.21628713607788086,0.001905679702758789,0.0019991397857666016,0.018031597137451172
0.09361672401428223,0.003998994827270508,0.10310220718383789,0.2333228588104248,0.0019998550415039062,0.0020046234130859375,0.01891613006591797
0.10746645927429199,0.0035021305084228516,0.09837651252746582,0.23830246925354004,0.002001523971557617,0.0025124549865722656,0.0235288143157959
0.10291671752929688,0.004509925842285156,0.1016225814819336,0.23785185813903809,0.0030035972595214844,0.002000093460083008,0.017146825790405273
0.09115481376647949,0.004000186920166016,0.09954357147216797,0.21461796760559082,0.002000093460083008,0.002000093460083008,0.01787710189819336
0.08885407447814941,0.00299835205078125,0.09919142723083496,0.21073603630065918,0.0019969940185546875,0.001506805419921875,0.017523765563964844
0.09116125106811523,0.005007266998291016,0.10209202766418457,0.23894906044006348,0.0019960403442382812,0.0020041465759277344,0.017974376678466797
0.09710144996643066,0.0047953128814697266,0.11398792266845703,0.22743725776672363,0.0020029544830322266,0.0019981861114501953,0.0172121524810791
0.09647703170776367,0.0042972564697265625,0.09261727333068848,0.20245361328125,0.0025107860565185547,0.002002239227294922,0.015516996383666992
0.09357023239135742,0.003998279571533203,0.09246563911437988,0.21230483055114746,0.002000093460083008,0.0020003318786621094,0.02384781837463379
0.09264850616455078,0.005724668502807617,0.09591054916381836,0.21351861953735352,0.0010025501251220703,0.0015020370483398438,0.018152475357055664
0.09470510482788086,0.0039975643157958984,0.09737777709960938,0.2200915813446045,0.0020012855529785156,0.0020036697387695312,0.018042802810668945
0.09205341339111328,0.0035104751586914062,0.09943151473999023,0.2161545753479004,0.0035033226013183594,0.0029964447021484375,0.01697516441345215
0.09042620658874512,0.003598451614379883,0.1016690731048584,0.23160886764526367,0.0025110244750976562,0.0019989013671875,0.020022153854370117
0.10312438011169434,0.0039997100830078125,0.10922431945800781,0.2259535789489746,0.0030112266540527344,0.002517223358154297,0.01804828643798828
0.09586596488952637,0.00410151481628418,0.11236119270324707,0.22289133071899414,0.0019991397857666016,0.0020041465759277344,0.01913285255432129
0.11280131340026855,0.004231929779052734,0.11013436317443848,0.22769451141357422,0.001998424530029297,0.001996278762817383,0.021947860717773438
0.0947110652923584,0.003999948501586914,0.10039043426513672,0.23936796188354492,0.002504587173461914,0.001009225845336914,0.01827406883239746
0.09241080284118652,0.004120826721191406,0.1007535457611084,0.2261192798614502,0.002857685089111328,0.001994609832763672,0.021674156188964844
0.09225726127624512,0.003999471664428711,0.10074090957641602,0.226837158203125,0.0015954971313476562,0.0020198822021484375,0.016978740692138672
0.09436917304992676,0.0062520503997802734,0.09990525245666504,0.22595643997192383,0.0019986629486083984,0.0020008087158203125,0.017055273056030273
0.09758591651916504,0.004014730453491211,0.1097104549407959,0.23778104782104492,0.0019989013671875,0.002640247344970703,0.020016193389892578
0.10696053504943848,0.003999948501586914,0.10879087448120117,0.22671842575073242,0.002000570297241211,0.0020017623901367188,0.01859760284423828
0.09808707237243652,0.004517793655395508,0.1032264232635498,0.23322510719299316,0.0010030269622802734,0.003089427947998047,0.018859148025512695
0.09356689453125,0.004996776580810547,0.11075878143310547,0.22074055671691895,0.004507780075073242,0.00299835205078125,0.014924287796020508
0.09958291053771973,0.004003763198852539,0.09992575645446777,0.24523210525512695,0.0018944740295410156,0.0020008087158203125,0.023784875869750977
0.10534095764160156,0.004000186920166016,0.1028132438659668,0.23389673233032227,0.004000186920166016,0.0019981861114501953,0.024161338806152344
